ID_DOCTO;ID_CONTRIB;VLR_DOCTO;DT_INC
11110104;11120511205;49.67;2020-04-17
11110105;11128111281;362.32;2020-04-17
11110106;11110411104;145.40;2020-04-17
11110107;11120611206;540.64;2020-04-17
11110108;11119211192;391.26;2020-04-22
11110109;11123611236;505.04;2020-04-22
11110110;11129211292;400.36;2020-04-22
11110111;11124711247;387.19;2020-04-22
11110112;11120711207;134.28;2020-04-22
11110113;11126011260;64.39;2020-04-27
11110114;11112811128;928.67;2020-04-27
11110115;11125911259;498.77;2020-04-27
11110116;11110211102;655.34;2020-04-27
11110117;11117911179;198.43;2020-04-27
11110118;11128111281;979.65;2020-05-02
11110119;11121411214;687.16;2020-05-02
11110120;11118711187;642.81;2020-05-02
11110121;11121711217;598.40;2020-05-02
11110122;11123911239;787.52;2020-05-02
11110123;11113011130;607.75;2020-05-07
11110124;11110511105;753.34;2020-05-07
11110125;11126211262;825.50;2020-05-07
11110126;11118411184;756.44;2020-05-07
11110127;11113911139;230.66;2020-05-07
11110128;11121711217;741.54;2020-05-08
11110129;11120911209;683.66;2020-05-08
11110130;11112911129;684.02;2020-05-08
11110131;11119511195;623.63;2020-05-12
11110132;11126211262;513.55;2020-05-12
11110133;11126211262;914.22;2020-05-12
11110134;11118011180;626.10;2020-05-12
11110135;11126911269;468.52;2020-05-12
11110136;11115311153;707.97;2020-05-17
11110137;11122811228;733.68;2020-05-17
11110138;11111311113;971.29;2020-05-17
11110139;11111411114;142.37;2020-05-17
11110140;11120111201;294.94;2020-05-17
11110141;11122111221;457.03;2020-05-22
11110142;11112711127;499.25;2020-05-22
11110143;11121711217;941.44;2020-05-22
11110144;11126311263;169.42;2020-05-22
11110145;11110211102;916.67;2020-05-22
11110146;11128511285;198.62;2020-05-27
11110147;11116111161;70.78;2020-05-27
11110148;11123311233;929.17;2020-05-27
11110149;11124611246;440.89;2020-05-27
11110150;11118911189;695.42;2020-05-27
11110151;11122911229;847.08;2020-06-01
11110152;11116611166;130.10;2020-06-01
11110153;11127011270;291.14;2020-06-01
11110154;11114411144;468.84;2020-06-01
11110155;11112411124;562.59;2020-06-01
11110156;11127811278;993.17;2020-06-06
11110157;11114711147;149.68;2020-06-06
11110158;11120811208;323.60;2020-06-06
11110159;11116211162;330.14;2020-06-06
11110160;11115311153;392.47;2020-06-06
11110161;11118411184;76.14;2020-06-09
11110162;11117211172;536.31;2020-06-09
11110163;11112211122;688.40;2020-06-09
11110164;11121111211;553.18;2020-06-11
11110165;11112011120;779.80;2020-06-11
11110166;11123511235;314.91;2020-06-11
11110167;11128911289;577.54;2020-06-11
11110168;11116911169;311.54;2020-06-11
11110169;11115011150;484.75;2020-06-16
11110170;11112111121;20.04;2020-06-16
11110171;11112111121;936.63;2020-06-16
11110172;11117911179;114.56;2020-06-16
11110173;11114711147;392.69;2020-06-16
11110174;11116411164;830.83;2020-06-21
11110175;11122511225;602.78;2020-06-21
11110176;11125111251;364.82;2020-06-21
11110177;11125511255;798.70;2020-06-21
11110178;11116911169;10.87;2020-06-21
11110179;11124411244;975.42;2020-06-26
11110180;11111411114;399.70;2020-06-26
11110181;11129811298;747.98;2020-06-26
11110182;11116611166;561.98;2020-06-26
11110183;11112611126;281.70;2020-06-26
11110184;11115311153;435.24;2020-07-01
11110185;11113711137;897.91;2020-07-01
11110186;11111711117;925.75;2020-07-01
11110187;11125111251;858.21;2020-07-01
11110188;11113211132;974.40;2020-07-01
11110189;11124311243;420.12;2020-07-06
11110190;11118211182;387.58;2020-07-06
11110191;11128811288;788.29;2020-07-06
11110192;11110311103;473.83;2020-07-06
11110193;11119111191;711.21;2020-07-06
11110194;11118011180;922.03;2020-07-11
11110195;11110711107;791.58;2020-07-11
11110196;11110011100;760.27;2020-07-11
11110197;11124311243;123.21;2020-07-11
11110198;11122511225;775.56;2020-07-11
11110199;11123311233;292.82;2020-07-11
11110200;11126711267;79.10;2020-07-11
11110201;11116511165;664.34;2020-07-11
11110202;11127111271;233.67;2020-07-16
11110203;11110811108;906.33;2020-07-16
11110204;11126311263;716.52;2020-07-16
11110205;11122211222;918.05;2020-07-16
11110206;11118211182;926.90;2020-07-16
11110207;11111711117;349.76;2020-07-21
11110208;11111211112;760.49;2020-07-21
11110209;11115711157;38.97;2020-07-21
11110210;11112711127;174.22;2020-07-21
11110211;11113711137;470.90;2020-07-21
11110212;11122411224;745.60;2020-07-26
11110213;11127311273;866.13;2020-07-26
11110214;11116711167;10.54;2020-07-26
11110215;11121111211;200.87;2020-07-26
11110216;11119511195;716.06;2020-07-26
11110217;11125611256;170.96;2020-07-31
11110218;11126611266;290.95;2020-07-31
11110219;11121911219;983.81;2020-07-31
11110220;11112811128;703.01;2020-07-31
11110221;11128611286;737.89;2020-07-31
11110222;11118911189;475.05;2020-08-05
11110223;11123311233;978.99;2020-08-05
11110224;11121211212;474.57;2020-08-05
11110225;11116011160;265.85;2020-08-05
11110226;11127511275;76.11;2020-08-05
11110227;11126411264;212.66;2020-08-10
11110228;11126311263;895.09;2020-08-10
11110229;11111611116;622.33;2020-08-10
11110230;11129511295;364.51;2020-08-10
11110231;11117911179;76.63;2020-08-10
11110232;11111411114;183.63;2020-08-12
11110233;11119411194;355.98;2020-08-12
11110234;11129911299;229.25;2020-08-12
11110235;11126011260;256.01;2020-08-15
11110236;11111211112;541.56;2020-08-15
11110237;11124611246;160.81;2020-08-15
11110238;11112111121;386.11;2020-08-15
11110239;11124411244;932.68;2020-08-15
11110240;11111011110;473.22;2020-08-20
11110241;11114411144;976.99;2020-08-20
11110242;11123511235;419.31;2020-08-20
11110243;11128111281;741.37;2020-08-20
11110244;11111511115;865.70;2020-08-20
11110245;11125011250;673.43;2020-08-25
11110246;11111711117;206.33;2020-08-25
11110247;11111411114;504.93;2020-08-25
11110248;11126911269;161.70;2020-08-25
11110249;11121611216;102.36;2020-08-25
11110250;11128411284;264.12;2020-08-30
11110251;11120411204;183.04;2020-08-30
11110252;11115011150;689.52;2020-08-30
11110253;11127111271;406.61;2020-08-30
11110254;11127111271;464.45;2020-08-30
11110255;11119111191;104.28;2020-09-04
11110256;11126511265;919.71;2020-09-04
11110257;11121911219;477.82;2020-09-04
11110258;11116611166;629.51;2020-09-04
11110259;11114011140;176.26;2020-09-04
11110260;11119711197;289.36;2020-09-09
11110261;11123211232;90.22;2020-09-09
11110262;11121611216;400.36;2020-09-09
11110263;11129911299;386.05;2020-09-09
11110264;11112411124;992.11;2020-09-09
11110265;11126311263;703.51;2020-09-13
11110266;11125311253;610.28;2020-09-13
11110267;11122411224;607.95;2020-09-13
11110268;11124111241;742.47;2020-09-14
11110269;11117711177;568.49;2020-09-14
11110270;11114311143;696.14;2020-09-14
11110271;11120011200;706.69;2020-09-14
11110272;11114111141;68.67;2020-09-14
11110273;11114711147;687.59;2020-09-19
11110274;11111011110;915.09;2020-09-19
11110275;11118411184;665.29;2020-09-19
11110276;11123911239;787.64;2020-09-19
11110277;11114311143;395.80;2020-09-19
11110278;11124711247;682.34;2020-09-24
11110279;11127611276;771.59;2020-09-24
11110280;11120311203;422.29;2020-09-24
11110281;11112611126;117.57;2020-09-24
11110282;11114311143;691.32;2020-09-24
11110283;11110411104;348.00;2020-09-29
11110284;11120611206;538.63;2020-09-29
11110285;11122811228;104.95;2020-09-29
11110286;11124311243;757.88;2020-09-29
11110287;11117611176;354.07;2020-09-29
11110288;11120711207;619.25;2020-10-04
11110289;11123511235;168.77;2020-10-04
11110290;11118011180;225.70;2020-10-04
11110291;11118011180;316.75;2020-10-04
11110292;11126911269;699.50;2020-10-04
11110293;11117911179;432.44;2020-10-09
11110294;11129611296;41.99;2020-10-09
11110295;11116011160;45.48;2020-10-09
11110296;11124811248;22.58;2020-10-09
11110297;11111611116;13.98;2020-10-09
11110298;11123911239;260.00;2020-10-14
11110299;11122711227;737.54;2020-10-14
11110300;11121111211;393.75;2020-10-14
11110301;11117311173;287.37;2020-10-14
11110302;11121011210;59.44;2020-10-14
11110303;11124611246;434.38;2020-10-15
11110304;11110011100;87.50;2020-10-15
11110305;11115311153;109.01;2020-10-15
11110306;11122911229;128.97;2020-10-15
11110307;11128711287;865.15;2020-10-15
11110308;11113911139;444.75;2020-10-19
11110309;11125011250;862.32;2020-10-19
11110310;11110811108;834.29;2020-10-19
11110311;11110511105;109.64;2020-10-19
11110312;11119211192;425.20;2020-10-19
11110313;11126911269;302.24;2020-10-24
11110314;11120611206;824.95;2020-10-24
11110315;11110411104;346.10;2020-10-24
11110316;11121511215;781.92;2020-10-24
11110317;11121411214;589.99;2020-10-24
11110318;11120111201;294.24;2020-10-29
11110319;11120411204;119.66;2020-10-29
11110320;11112111121;632.56;2020-10-29
11110321;11129111291;788.65;2020-10-29
11110322;11118911189;424.54;2020-10-29
11110323;11110211102;458.41;2020-11-03
11110324;11128311283;191.34;2020-11-03
11110325;11113211132;728.24;2020-11-03
11110326;11110311103;555.66;2020-11-03
11110327;11129511295;50.22;2020-11-03
11110328;11118911189;378.17;2020-11-08
11110329;11119811198;934.88;2020-11-08
11110330;11120611206;216.00;2020-11-08
11110331;11114611146;902.86;2020-11-08
11110332;11117311173;51.60;2020-11-08
11110333;11112411124;922.06;2020-11-13
11110334;11110511105;393.25;2020-11-13
11110335;11120711207;179.14;2020-11-13
11110336;11122911229;227.51;2020-11-13
11110337;11129411294;406.13;2020-11-13
11110338;11114411144;385.39;2020-11-16
11110339;11117411174;607.57;2020-11-16
11110340;11122811228;509.67;2020-11-16
11110341;11111311113;422.06;2020-11-16
11110342;11116911169;326.92;2020-11-16
11110343;11115311153;844.59;2020-11-18
11110344;11120511205;264.75;2020-11-18
11110345;11116011160;898.84;2020-11-18
11110346;11110411104;513.27;2020-11-18
11110347;11110511105;555.37;2020-11-18
11110348;11116911169;591.06;2020-11-23
11110349;11115511155;764.83;2020-11-23
11110350;11115611156;516.53;2020-11-23
11110351;11117611176;123.07;2020-11-23
11110352;11110211102;924.26;2020-11-23
11110353;11114711147;694.30;2020-11-28
11110354;11110911109;686.81;2020-11-28
11110355;11124711247;555.94;2020-11-28
11110356;11126311263;40.25;2020-11-28
11110357;11127511275;624.65;2020-11-28
11110358;11116911169;413.89;2020-12-03
11110359;11117311173;134.20;2020-12-03
11110360;11118611186;675.98;2020-12-03
11110361;11128411284;404.81;2020-12-03
11110362;11122511225;583.88;2020-12-03
11110363;11112611126;70.82;2020-12-08
11110364;11112011120;485.47;2020-12-08
11110365;11122711227;816.08;2020-12-08
11110366;11118911189;580.93;2020-12-08
11110367;11113211132;171.08;2020-12-13
11110368;11128511285;500.21;2020-12-13
11110369;11120311203;385.68;2020-12-13
11110370;11117811178;633.90;2020-12-13
11110371;11116211162;541.48;2020-12-18
11110372;11119111191;184.55;2020-12-18
11110373;11117211172;785.60;2020-12-18
11110374;11121311213;871.18;2020-12-18
11110375;11111711117;858.05;2020-12-18
11110376;11113911139;808.15;2020-12-18
11110377;11129111291;394.54;2020-12-18
11110378;11117411174;54.21;2020-12-18
11110379;11124011240;263.48;2020-12-18
11110380;11126711267;519.02;2020-12-23
11110381;11120311203;331.46;2020-12-23
11110382;11113911139;520.30;2020-12-23
11110383;11120811208;671.40;2020-12-23
11110384;11118211182;919.34;2020-12-28
11110385;11112711127;371.97;2020-12-28
11110386;11117311173;922.45;2020-12-28
11110387;11119411194;418.91;2020-12-28
11110388;11113711137;879.63;2021-01-02
11110389;11124411244;307.82;2021-01-02
11110390;11110211102;606.71;2021-01-02
11110391;11118111181;976.41;2021-01-02
11110392;11119511195;401.42;2021-01-07
11110393;11125411254;543.97;2021-01-07
11110394;11123611236;359.14;2021-01-07
11110395;11115111151;548.91;2021-01-07
11110396;11128611286;542.34;2021-01-12
11110397;11117111171;931.94;2021-01-12
11110398;11129211292;864.10;2021-01-12
11110399;11113511135;85.65;2021-01-12
11110400;11127511275;345.55;2021-01-17
11110401;11117611176;824.92;2021-01-17
11110402;11124911249;128.12;2021-01-17
11110403;11126211262;111.24;2021-01-17
11110404;11128911289;844.92;2021-01-19
11110405;11110911109;348.77;2021-01-19
11110406;11111811118;457.48;2021-01-19
11110407;11115711157;479.98;2021-01-19
11110408;11112511125;415.03;2021-01-19
11110409;11117911179;407.73;2021-01-22
11110410;11127511275;760.43;2021-01-22
11110411;11111211112;810.86;2021-01-22
11110412;11112911129;153.21;2021-01-22
11110413;11124411244;376.47;2021-01-27
11110414;11129511295;473.97;2021-01-27
11110415;11121711217;525.39;2021-01-27
11110416;11119411194;791.20;2021-01-27
11110417;11111511115;385.41;2021-02-01
11110418;11121011210;666.06;2021-02-01
11110419;11127211272;123.93;2021-02-01
11110420;11125511255;166.22;2021-02-01
11110421;11121611216;994.76;2021-02-06
11110422;11128211282;656.36;2021-02-06
11110423;11111111111;932.44;2021-02-06
11110424;11115811158;322.50;2021-02-06
11110425;11127111271;875.92;2021-02-11
11110426;11123911239;889.72;2021-02-11
11110427;11120211202;90.35;2021-02-11
11110428;11120011200;479.04;2021-02-11
11110429;11114011140;275.24;2021-02-16
11110430;11122411224;919.09;2021-02-16
11110431;11116811168;29.25;2021-02-16
11110432;11110611106;967.21;2021-02-16
11110433;11117911179;872.37;2021-02-20
11110434;11114911149;816.59;2021-02-20
11110435;11118211182;190.51;2021-02-20
11110436;11118511185;887.81;2021-02-20
11110437;11124911249;996.70;2021-02-20
11110438;11112411124;889.36;2021-02-21
11110439;11129411294;750.80;2021-02-21
11110440;11126111261;777.65;2021-02-21
11110441;11127111271;370.23;2021-02-21
11110442;11114111141;346.62;2021-02-26
11110443;11119911199;766.51;2021-02-26
11110444;11124811248;867.09;2021-02-26
11110445;11112011120;928.69;2021-02-26
11110446;11114311143;188.82;2021-03-03
11110447;11123111231;870.96;2021-03-03
11110448;11122511225;59.00;2021-03-03
11110449;11126311263;651.44;2021-03-03
11110450;11114311143;295.57;2021-03-08
11110451;11126711267;961.69;2021-03-08
11110452;11123111231;436.50;2021-03-08
11110453;11119111191;39.77;2021-03-08
11110454;11117611176;121.59;2021-03-13
11110455;11128111281;691.82;2021-03-13
11110456;11118011180;448.08;2021-03-13
11110457;11126911269;952.84;2021-03-18
11110458;11126111261;526.55;2021-03-18
11110459;11126911269;228.79;2021-03-18
11110460;11111611116;731.31;2021-03-23
11110461;11121811218;877.38;2021-03-23
11110462;11125311253;523.67;2021-03-23
11110463;11125511255;306.24;2021-03-24
11110464;11113811138;794.60;2021-03-24
11110465;11128211282;452.32;2021-03-24
11110466;11116211162;209.63;2021-03-24
11110467;11129811298;963.33;2021-03-24
11110468;11121011210;898.43;2021-03-28
11110469;11127211272;571.35;2021-03-28
11110470;11111911119;660.51;2021-03-28
11110471;11119211192;492.38;2021-04-02
11110472;11123211232;911.28;2021-04-02
11110473;11113711137;314.95;2021-04-02
11110474;11121411214;648.75;2021-04-07
11110475;11112211122;840.23;2021-04-07
11110476;11114111141;279.46;2021-04-07
11110477;11118911189;601.18;2021-04-12
11110478;11124311243;737.69;2021-04-12
11110479;11120611206;601.77;2021-04-12
11110480;11129511295;238.54;2021-04-17
11110481;11128911289;487.14;2021-04-17
11110482;11126211262;94.00;2021-04-17
11110483;11117311173;295.34;2021-04-22
11110484;11111411114;483.48;2021-04-22
11110485;11116711167;224.88;2021-04-22
11110486;11116611166;761.16;2021-04-25
11110487;11125011250;331.71;2021-04-25
11110488;11125211252;653.90;2021-04-25
11110489;11121811218;865.90;2021-04-25
11110490;11120211202;371.87;2021-04-25
11110491;11115711157;986.13;2021-04-25
11110492;11129411294;199.51;2021-04-27
11110493;11127311273;364.35;2021-04-27
11110494;11116711167;189.49;2021-04-27
11110495;11110511105;172.20;2021-05-02
11110496;11111011110;359.39;2021-05-02
11110497;11117311173;134.90;2021-05-02
11110498;11110211102;712.12;2021-05-07
11110499;11114811148;120.37;2021-05-07
11110500;11112011120;404.91;2021-05-07
11110501;11127511275;997.99;2021-05-12
11110502;11118611186;445.18;2021-05-12
11110503;11111311113;355.48;2021-05-12
11110504;11122511225;481.59;2021-05-17
11110505;11114711147;573.34;2021-05-17
11110506;11119011190;394.08;2021-05-17
11110507;11118911189;935.14;2021-05-22
11110508;11123411234;345.70;2021-05-22
11110509;11122711227;298.75;2021-05-22
11110510;11125111251;897.94;2021-05-27
11110511;11117811178;146.36;2021-05-27
11110512;11123011230;308.52;2021-05-27
11110513;11115411154;97.59;2021-05-27
11110514;11118411184;877.59;2021-05-27
11110515;11127011270;634.08;2021-05-27
11110516;11122311223;422.77;2021-05-27
11110517;11122011220;731.12;2021-05-27
11110518;11116811168;817.68;2021-05-27
11110519;11117411174;523.16;2021-06-01
11110520;11111611116;257.10;2021-06-01
11110521;11122211222;823.36;2021-06-01
11110522;11120811208;119.52;2021-06-06
11110523;11125611256;357.28;2021-06-06
11110524;11118111181;441.69;2021-06-06
11110525;11119411194;358.12;2021-06-11
11110526;11110711107;529.52;2021-06-11
11110527;11126011260;161.52;2021-06-11
11110528;11118111181;470.11;2021-06-16
11110529;11116011160;274.93;2021-06-16
11110530;11118811188;810.34;2021-06-16
11110531;11115111151;677.72;2021-06-21
11110532;11125911259;914.17;2021-06-21
11110533;11123011230;742.24;2021-06-21
11110534;11113511135;64.01;2021-06-26
11110535;11117111171;16.98;2021-06-26
11110536;11112911129;494.63;2021-06-26
11110537;11110311103;588.87;2021-06-28
11110538;11112211122;940.09;2021-06-28
11110539;11113211132;866.82;2021-06-28
11110540;11128311283;613.39;2021-06-28
11110541;11111711117;915.53;2021-06-28
11110542;11120811208;436.27;2021-06-28
11110543;11126211262;797.69;2021-07-01
11110544;11110211102;733.27;2021-07-01
11110545;11111611116;145.38;2021-07-01
11110546;11112911129;415.41;2021-07-06
11110547;11112411124;792.54;2021-07-06
11110548;11113311133;655.66;2021-07-06
11110549;11119411194;128.88;2021-07-11
11110550;11129311293;19.61;2021-07-11
11110551;11120711207;31.57;2021-07-11
11110552;11125511255;812.58;2021-07-16
11110553;11113911139;64.15;2021-07-16
11110554;11127911279;126.99;2021-07-16
11110555;11115811158;213.34;2021-07-21
11110556;11122111221;202.06;2021-07-21
11110557;11121711217;600.29;2021-07-21
11110558;11120011200;827.27;2021-07-26
11110559;11125911259;606.92;2021-07-26
11110560;11116711167;206.16;2021-07-26
11110561;11123311233;150.03;2021-07-30
11110562;11115911159;342.26;2021-07-30
11110563;11127611276;753.60;2021-07-30
11110564;11113111131;586.13;2021-07-30
11110565;11119711197;867.95;2021-07-30
11110566;11120711207;738.53;2021-07-30
11110567;11110611106;717.12;2021-07-31
11110568;11127811278;28.50;2021-07-31
11110569;11128011280;469.31;2021-07-31
11110570;11127111271;122.97;2021-08-05
11110571;11111911119;897.27;2021-08-05
11110572;11128911289;485.23;2021-08-05
11110573;11112011120;174.54;2021-08-10
11110574;11112311123;745.48;2021-08-10
11110575;11116711167;299.88;2021-08-10
11110576;11126311263;124.68;2021-08-15
11110577;11118711187;674.80;2021-08-15
11110578;11116811168;900.06;2021-08-15
11110579;11119111191;524.15;2021-08-20
11110580;11124811248;30.44;2021-08-20
11110581;11114511145;794.86;2021-08-20
11110582;11118011180;23.01;2021-08-25
11110583;11110911109;323.37;2021-08-25
11110584;11116511165;216.54;2021-08-25
11110585;11126911269;99.88;2021-08-30
11110586;11124211242;734.56;2021-08-30
11110587;11119011190;338.91;2021-08-30
11110588;11122211222;127.97;2021-08-31
11110589;11113811138;439.04;2021-08-31
11110590;11110911109;604.35;2021-08-31
11110591;11123911239;812.62;2021-08-31
11110592;11110311103;674.73;2021-08-31
11110593;11127411274;837.79;2021-08-31
11110594;11125311253;287.42;2021-09-04
11110595;11124311243;372.05;2021-09-04
11110596;11118111181;633.47;2021-09-04
11110597;11111911119;438.58;2021-09-09
11110598;11113611136;745.28;2021-09-09
11110599;11122911229;552.52;2021-09-09
11110600;11113711137;310.86;2021-09-14
11110601;11112911129;446.99;2021-09-14
11110602;11115411154;902.98;2021-09-14
11110603;11114111141;684.46;2021-09-19
11110604;11117411174;147.62;2021-09-19
11110605;11113811138;188.07;2021-09-19
11110606;11120611206;878.87;2021-09-24
11110607;11114311143;442.17;2021-09-24
11110608;11129811298;769.09;2021-09-24
11110609;11126211262;274.03;2021-09-29
11110610;11118211182;19.90;2021-09-29
11110611;11112011120;378.61;2021-09-29
11110612;11112711127;975.81;2021-10-02
11110613;11117811178;163.66;2021-10-02
11110614;11120811208;555.31;2021-10-02
11110615;11123711237;212.81;2021-10-02
11110616;11128211282;648.68;2021-10-02
11110617;11127811278;672.93;2021-10-02
11110618;11116711167;753.52;2021-10-04
11110619;11115411154;961.46;2021-10-04
11110620;11121211212;795.10;2021-10-04
11110621;11116711167;476.58;2021-10-09
11110622;11128711287;125.16;2021-10-09
11110623;11112911129;235.87;2021-10-09
11110624;11117311173;597.16;2021-10-14
11110625;11127311273;428.07;2021-10-14
11110626;11125211252;246.42;2021-10-14
11110627;11112011120;318.60;2021-10-19
11110628;11116111161;938.59;2021-10-19
11110629;11111811118;722.46;2021-10-19
11110630;11111311113;804.71;2021-10-24
11110631;11121811218;567.99;2021-10-24
11110632;11127711277;925.00;2021-10-24
11110633;11119011190;141.25;2021-10-29
11110634;11113111131;620.74;2021-10-29
11110635;11114211142;963.70;2021-10-29
11110636;11121111211;300.66;2021-11-03
11110637;11122711227;703.08;2021-11-03
11110638;11111711117;900.48;2021-11-03
11110639;11127011270;689.43;2021-11-03
11110640;11129311293;863.28;2021-11-03
11110641;11117211172;902.03;2021-11-03
11110642;11119111191;311.73;2021-11-03
11110643;11124811248;270.92;2021-11-03
11110644;11121911219;524.12;2021-11-03
11110645;11122011220;327.52;2021-11-08
11110646;11121811218;335.95;2021-11-08
11110647;11113311133;29.44;2021-11-08
11110648;11122211222;261.24;2021-11-13
11110649;11120511205;859.10;2021-11-13
11110650;11112611126;832.74;2021-11-13
11110651;11118111181;293.76;2021-11-18
11110652;11115211152;842.95;2021-11-18
11110653;11122611226;952.54;2021-11-18
11110654;11126011260;623.92;2021-11-23
11110655;11122911229;482.71;2021-11-23
11110656;11121011210;966.63;2021-11-23
11110657;11118811188;140.29;2021-11-28
11110658;11127411274;338.50;2021-11-28
11110659;11129611296;942.22;2021-11-28
11110660;11123011230;410.67;2021-12-03
11110661;11124511245;654.10;2021-12-03
11110662;11112911129;880.20;2021-12-03
11110663;11112811128;337.22;2021-12-05
11110664;11122311223;36.30;2021-12-05
11110665;11124411244;456.29;2021-12-05
11110666;11127011270;108.42;2021-12-05
11110667;11120111201;528.25;2021-12-05
11110668;11112911129;98.57;2021-12-05
11110669;11112911129;164.78;2021-12-08
11110670;11122511225;117.23;2021-12-08
11110671;11120711207;828.46;2021-12-08
11110672;11111611116;469.35;2021-12-13
11110673;11113311133;109.94;2021-12-13
11110674;11114511145;124.57;2021-12-13
11110675;11113311133;547.68;2021-12-18
11110676;11129211292;324.81;2021-12-18
11110677;11123111231;111.93;2021-12-18
11110678;11120711207;220.19;2021-12-23
11110679;11111211112;426.80;2021-12-23
11110680;11120411204;59.06;2021-12-23
11110681;11127911279;802.55;2021-12-28
11110682;11119211192;761.88;2021-12-28
11110683;11112811128;535.16;2021-12-28
11110684;11115211152;202.28;2022-01-01
11110685;11113611136;302.83;2022-01-01
11110686;11114111141;860.69;2022-01-01
11110687;11113711137;263.68;2022-01-01
11110688;11117711177;921.17;2022-01-01
11110689;11121311213;82.34;2022-01-01
11110690;11121711217;83.00;2022-01-02
11110691;11124511245;203.36;2022-01-02
11110692;11111911119;85.77;2022-01-02
11110693;11122511225;328.92;2022-01-02
11110694;11119911199;776.68;2022-01-02
11110695;11110411104;694.42;2022-01-02
